,measured,hour,dow,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,t_out,humidity,sim_A,sim_B,sim_C,sim_D,sim_E,predicted_physics,residual_true
2017-01-01 17:00:00,2583.32,17.0,6.0,1.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,23.5,63.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2962.561701413204,-379.2417014132038
2017-01-01 19:00:00,2577.83,19.0,6.0,1.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.0,1.0,22.6,65.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2906.066891694909,-328.236891694909
2017-01-01 20:00:00,2550.98,20.0,6.0,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,22.5,65.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2865.190783268315,-314.210783268315
2017-01-01 21:00:00,2559.63,21.0,6.0,1.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.0,1.0,22.3,65.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2815.5850340317033,-255.95503403170324
2017-01-01 22:00:00,2565.04,22.0,6.0,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.0,1.0,21.6,65.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2757.5861084288126,-192.54610842881266
2017-01-01 23:00:00,2481.48,23.0,6.0,1.0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.0,1.0,20.8,69.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2696.440917568075,-214.96091756807482
2017-01-02 00:00:00,2463.48,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,19.9,73.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2715.715122546963,-252.23512254696288
2017-01-02 01:00:00,2433.49,1.0,0.0,1.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.0,1.0,19.5,75.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2670.1499142435796,-236.6599142435798
2017-01-02 02:00:00,2501.07,2.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,1.0,19.1,79.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2632.8745389554565,-131.80453895545634
2017-01-02 03:00:00,2375.46,3.0,0.0,1.0,0.7071067811865476,0.7071067811865476,0.0,1.0,0.0,1.0,19.1,75.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2614.157620415219,-238.6976204152188
2017-01-02 04:00:00,2360.01,4.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,18.0,77.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2601.722903604118,-241.71290360411786
2017-01-02 05:00:00,2366.96,5.0,0.0,1.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0,1.0,18.2,80.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2604.421722089355,-237.46172208935513
2017-01-02 06:00:00,2308.01,6.0,0.0,1.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,18.0,81.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2620.6360947595363,-312.62609475953604
2017-01-02 07:00:00,2360.89,7.0,0.0,1.0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,18.2,78.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2651.652059746623,-290.762059746623
2017-01-02 08:00:00,2403.29,8.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0,1.0,18.7,77.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2691.4323851839877,-288.1423851839877
2017-01-02 09:00:00,2413.58,9.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,1.0,20.7,72.0,720.3136253732683,1402.9329878971744,80.8781055991149,113.00926682796572,141.7554407258576,2745.949811512919,-332.3698115129191
