yr,mo,da,hr,mi,etr,etrn,ghi,dni,dhi,tcld,db,dp,rh,ps,wdir,wspd,hvis,ch,lpd,lpq
2022,1,1,1,60,0.0,0.0,0.0,0.0,0.0,5,16.2,11.2,85,1026.2,122,5.5,-9900,-9900,0.0,0.0
2022,1,1,2,60,0.0,0.0,0.0,0.0,0.0,5,17.1,12.1,80,1026.0,112,5.5,-9900,-9900,0.0,0.0
2022,1,1,3,60,0.0,0.0,0.0,0.0,0.0,5,18.0,13.0,77,1025.7,101,7.4,-9900,-9900,0.0,0.0
2022,1,1,4,60,0.0,0.0,0.0,0.0,0.0,5,19.0,14.0,73,1025.5,90,7.4,-9900,-9900,0.0,0.0
2022,1,1,5,60,0.0,0.0,0.0,0.0,0.0,5,19.2,14.2,71,1024.9,81,9.3,-9900,-9900,0.0,0.0
2022,1,1,6,60,0.0,0.0,0.0,0.0,0.0,5,19.3,14.3,71,1023.9,80,9.3,-9900,-9900,0.0,0.0
2022,1,1,7,60,0.0,0.0,0.0,0.0,0.0,5,19.4,14.4,70,1023.0,79,9.3,-9900,-9900,0.0,0.0
2022,1,1,8,60,0.0,0.0,0.0,0.0,0.0,5,19.0,14.0,71,1023.2,88,9.3,-9900,-9900,0.0,0.0
2022,1,1,9,60,0.0,0.0,0.0,0.0,0.0,5,18.7,13.7,72,1023.4,95,9.3,-9900,-9900,0.0,0.0
2022,1,1,10,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,73,1023.5,101,11.1,-9900,-9900,0.0,0.0
2022,1,1,11,60,0.0,0.0,0.0,0.0,0.0,5,17.9,12.9,76,1024.2,88,9.3,-9900,-9900,0.0,0.0
2022,1,1,12,60,0.0,0.0,0.0,0.0,0.0,5,17.6,12.6,78,1024.4,93,9.3,-9900,-9900,0.0,0.0
2022,1,1,13,60,0.0,0.0,0.0,0.0,0.0,5,17.2,12.2,80,1024.6,99,7.4,-9900,-9900,0.0,0.0
2022,1,1,14,60,0.0,0.0,0.0,0.0,0.0,5,17.2,12.2,80,1024.5,102,7.4,-9900,-9900,0.0,0.0
2022,1,1,15,60,0.0,0.0,0.0,0.0,0.0,5,17.2,12.2,80,1024.4,105,7.4,-9900,-9900,0.0,0.0
2022,1,1,16,60,0.0,0.0,0.0,0.0,0.0,5,17.2,12.2,81,1024.2,108,7.4,-9900,-9900,0.0,0.0
2022,1,1,17,60,0.0,0.0,0.0,0.0,0.0,5,16.7,11.7,86,1024.0,104,7.4,-9900,-9900,0.0,0.0
2022,1,1,18,60,0.0,0.0,0.0,0.0,0.0,5,16.5,11.5,86,1023.7,115,7.4,-9900,-9900,0.0,0.0
2022,1,1,19,60,0.0,0.0,0.0,0.0,0.0,5,16.4,11.4,86,1023.3,133,5.5,-9900,-9900,0.0,0.0
2022,1,1,20,60,0.0,0.0,0.0,0.0,0.0,5,16.2,11.2,87,1023.5,142,5.5,-9900,-9900,0.0,0.0
2022,1,1,21,60,0.0,0.0,0.0,0.0,0.0,5,16.1,11.1,87,1023.6,154,3.7,-9900,-9900,0.0,0.0
2022,1,1,22,60,0.0,0.0,0.0,0.0,0.0,5,15.9,10.9,89,1023.7,169,3.7,-9900,-9900,0.0,0.0
2022,1,1,23,60,0.0,0.0,0.0,0.0,0.0,5,14.8,9.8,92,1024.2,150,3.7,-9900,-9900,0.0,0.0
2022,1,1,24,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,89,1024.7,143,3.7,-9900,-9900,0.0,0.0
2022,1,2,1,60,0.0,0.0,0.0,0.0,0.0,5,15.8,10.8,87,1025.2,136,3.7,-9900,-9900,0.0,0.0
2022,1,2,2,60,0.0,0.0,0.0,0.0,0.0,5,17.0,12.0,81,1025.1,103,5.5,-9900,-9900,0.0,0.0
2022,1,2,3,60,0.0,0.0,0.0,0.0,0.0,5,18.2,13.2,76,1025.0,82,7.4,-9900,-9900,0.0,0.0
2022,1,2,4,60,0.0,0.0,0.0,0.0,0.0,5,19.4,14.4,71,1024.9,71,9.3,-9900,-9900,0.0,0.0
2022,1,2,5,60,0.0,0.0,0.0,0.0,0.0,5,19.5,14.5,70,1024.0,72,11.1,-9900,-9900,0.0,0.0
2022,1,2,6,60,0.0,0.0,0.0,0.0,0.0,5,19.6,14.6,69,1023.1,73,11.1,-9900,-9900,0.0,0.0
2022,1,2,7,60,0.0,0.0,0.0,0.0,0.0,5,19.7,14.7,68,1022.2,73,13.0,-9900,-9900,0.0,0.0
2022,1,2,8,60,0.0,0.0,0.0,0.0,0.0,5,19.4,14.4,69,1022.4,76,13.0,-9900,-9900,0.0,0.0
