yr,mo,da,hr,mi,etr,etrn,ghi,dni,dhi,tcld,db,dp,rh,ps,wdir,wspd,hvis,ch,lpd,lpq
2024,1,8,2,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,71,1021.9,94,18.5,-9900,-9900,0.0,0.0
2024,1,8,3,60,0.0,0.0,0.0,0.0,0.0,5,19.2,14.2,69,1021.5,94,20.4,-9900,-9900,0.0,0.0
2024,1,8,4,60,0.0,0.0,0.0,0.0,0.0,5,20.0,15.0,67,1021.2,93,24.1,-9900,-9900,0.0,0.0
2024,1,8,5,60,0.0,0.0,0.0,0.0,0.0,5,20.6,15.6,66,1020.1,97,20.4,-9900,-9900,0.0,0.0
2024,1,8,6,60,0.0,0.0,0.0,0.0,0.0,5,20.9,15.9,66,1019.3,96,18.5,-9900,-9900,0.0,0.0
2024,1,8,7,60,0.0,0.0,0.0,0.0,0.0,5,21.1,16.1,66,1018.4,94,14.8,-9900,-9900,0.0,0.0
2024,1,8,8,60,0.0,0.0,0.0,0.0,0.0,5,20.6,15.6,68,1018.6,95,14.8,-9900,-9900,0.0,0.0
2024,1,8,9,60,0.0,0.0,0.0,0.0,0.0,5,20.1,15.1,70,1018.7,96,14.8,-9900,-9900,0.0,0.0
2024,1,8,10,60,0.0,0.0,0.0,0.0,0.0,5,19.7,14.7,72,1018.8,97,16.7,-9900,-9900,0.0,0.0
2024,1,8,11,60,0.0,0.0,0.0,0.0,0.0,5,19.1,14.1,78,1019.2,81,16.7,-9900,-9900,0.0,0.0
2024,1,8,12,60,0.0,0.0,0.0,0.0,0.0,5,18.8,13.8,80,1019.5,85,14.8,-9900,-9900,0.0,0.0
2024,1,8,13,60,0.0,0.0,0.0,0.0,0.0,5,18.5,13.5,83,1019.8,90,13.0,-9900,-9900,0.0,0.0
2024,1,8,14,60,0.0,0.0,0.0,0.0,0.0,5,18.3,13.3,84,1019.5,93,11.1,-9900,-9900,0.0,0.0
2024,1,8,15,60,0.0,0.0,0.0,0.0,0.0,5,18.2,13.2,85,1019.3,96,11.1,-9900,-9900,0.0,0.0
2024,1,8,16,60,0.0,0.0,0.0,0.0,0.0,5,18.0,13.0,87,1019.1,99,9.3,-9900,-9900,0.0,0.0
2024,1,8,17,60,0.0,0.0,0.0,0.0,0.0,5,18.3,13.3,87,1019.0,108,7.4,-9900,-9900,0.0,0.0
2024,1,8,18,60,0.0,0.0,0.0,0.0,0.0,5,17.8,12.8,90,1018.7,122,7.4,-9900,-9900,0.0,0.0
2024,1,8,19,60,0.0,0.0,0.0,0.0,0.0,5,17.4,12.4,93,1018.4,146,5.5,-9900,-9900,0.0,0.0
2024,1,8,20,60,0.0,0.0,0.0,0.0,0.0,5,17.3,12.3,94,1018.1,165,5.5,-9900,-9900,0.0,0.0
