yr,mo,da,hr,mi,etr,etrn,ghi,dni,dhi,tcld,db,dp,rh,ps,wdir,wspd,hvis,ch,lpd,lpq
2021,1,2,4,60,0.0,0.0,0.0,0.0,0.0,5,15.9,10.9,73,1024.6,91,14.8,-9900,-9900,0.0,0.0
2021,1,2,5,60,0.0,0.0,0.0,0.0,0.0,5,16.4,11.4,70,1023.8,73,14.8,-9900,-9900,0.0,0.0
2021,1,2,6,60,0.0,0.0,0.0,0.0,0.0,5,16.4,11.4,70,1023.0,72,14.8,-9900,-9900,0.0,0.0
2021,1,2,7,60,0.0,0.0,0.0,0.0,0.0,5,16.3,11.3,70,1022.2,72,14.8,-9900,-9900,0.0,0.0
2021,1,2,8,60,0.0,0.0,0.0,0.0,0.0,5,16.1,11.1,71,1022.5,72,14.8,-9900,-9900,0.0,0.0
2021,1,2,9,60,0.0,0.0,0.0,0.0,0.0,5,15.8,10.8,73,1022.9,72,14.8,-9900,-9900,0.0,0.0
2021,1,2,10,60,0.0,0.0,0.0,0.0,0.0,5,15.5,10.5,74,1023.2,72,16.7,-9900,-9900,0.0,0.0
2021,1,2,11,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,71,1023.9,72,16.7,-9900,-9900,0.0,0.0
2021,1,2,12,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,72,1024.0,74,14.8,-9900,-9900,0.0,0.0
2021,1,2,13,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,72,1024.1,76,14.8,-9900,-9900,0.0,0.0
2021,1,2,14,60,0.0,0.0,0.0,0.0,0.0,5,15.5,10.5,72,1023.8,78,14.8,-9900,-9900,0.0,0.0
2021,1,2,15,60,0.0,0.0,0.0,0.0,0.0,5,15.6,10.6,73,1023.5,81,13.0,-9900,-9900,0.0,0.0
2021,1,2,16,60,0.0,0.0,0.0,0.0,0.0,5,15.8,10.8,72,1023.2,84,13.0,-9900,-9900,0.0,0.0
2021,1,2,17,60,0.0,0.0,0.0,0.0,0.0,5,15.6,10.6,78,1022.8,94,13.0,-9900,-9900,0.0,0.0
2021,1,2,18,60,0.0,0.0,0.0,0.0,0.0,5,15.7,10.7,78,1022.7,90,13.0,-9900,-9900,0.0,0.0
2021,1,2,19,60,0.0,0.0,0.0,0.0,0.0,5,15.8,10.8,77,1022.5,85,13.0,-9900,-9900,0.0,0.0
2021,1,2,20,60,0.0,0.0,0.0,0.0,0.0,5,15.6,10.6,78,1022.7,87,11.1,-9900,-9900,0.0,0.0
2021,1,2,21,60,0.0,0.0,0.0,0.0,0.0,5,15.4,10.4,79,1022.8,90,7.4,-9900,-9900,0.0,0.0
2021,1,2,22,60,0.0,0.0,0.0,0.0,0.0,5,15.2,10.2,80,1023.0,93,5.5,-9900,-9900,0.0,0.0
2021,1,2,23,60,0.0,0.0,0.0,0.0,0.0,5,15.6,10.6,78,1023.8,106,9.3,-9900,-9900,0.0,0.0
2021,1,2,24,60,0.0,0.0,0.0,0.0,0.0,5,15.9,10.9,77,1024.1,101,9.3,-9900,-9900,0.0,0.0
2021,1,3,1,60,0.0,0.0,0.0,0.0,0.0,5,16.1,11.1,77,1024.5,96,7.4,-9900,-9900,0.0,0.0
2021,1,3,2,60,0.0,0.0,0.0,0.0,0.0,5,17.2,12.2,75,1024.0,94,9.3,-9900,-9900,0.0,0.0
2021,1,3,3,60,0.0,0.0,0.0,0.0,0.0,5,18.3,13.3,73,1023.5,92,9.3,-9900,-9900,0.0,0.0
2021,1,3,4,60,0.0,0.0,0.0,0.0,0.0,5,19.3,14.3,72,1023.1,90,11.1,-9900,-9900,0.0,0.0
2021,1,3,5,60,0.0,0.0,0.0,0.0,0.0,5,19.3,14.3,74,1022.4,75,13.0,-9900,-9900,0.0,0.0
2021,1,3,6,60,0.0,0.0,0.0,0.0,0.0,5,19.5,14.5,73,1021.5,73,13.0,-9900,-9900,0.0,0.0
2021,1,3,7,60,0.0,0.0,0.0,0.0,0.0,5,19.8,14.8,72,1020.7,72,14.8,-9900,-9900,0.0,0.0
2021,1,3,8,60,0.0,0.0,0.0,0.0,0.0,5,19.3,14.3,73,1021.0,70,13.0,-9900,-9900,0.0,0.0
2021,1,3,9,60,0.0,0.0,0.0,0.0,0.0,5,18.9,13.9,74,1021.3,69,13.0,-9900,-9900,0.0,0.0
2021,1,3,10,60,0.0,0.0,0.0,0.0,0.0,5,18.5,13.5,76,1021.5,67,11.1,-9900,-9900,0.0,0.0
2021,1,3,11,60,0.0,0.0,0.0,0.0,0.0,5,19.4,14.4,60,1022.0,75,13.0,-9900,-9900,0.0,0.0
2021,1,3,12,60,0.0,0.0,0.0,0.0,0.0,5,18.9,13.9,63,1022.4,77,11.1,-9900,-9900,0.0,0.0
2021,1,3,13,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,66,1022.8,78,11.1,-9900,-9900,0.0,0.0
2021,1,3,14,60,0.0,0.0,0.0,0.0,0.0,5,18.2,13.2,68,1022.9,81,9.3,-9900,-9900,0.0,0.0
2021,1,3,15,60,0.0,0.0,0.0,0.0,0.0,5,18.0,13.0,70,1022.9,84,9.3,-9900,-9900,0.0,0.0
2021,1,3,16,60,0.0,0.0,0.0,0.0,0.0,5,17.8,12.8,72,1022.9,88,7.4,-9900,-9900,0.0,0.0
2021,1,3,17,60,0.0,0.0,0.0,0.0,0.0,5,17.7,12.7,88,1022.5,95,9.3,-9900,-9900,0.0,0.0
2021,1,3,18,60,0.0,0.0,0.0,0.0,0.0,5,17.5,12.5,87,1022.6,90,9.3,-9900,-9900,0.0,0.0
2021,1,3,19,60,0.0,0.0,0.0,0.0,0.0,5,17.3,12.3,87,1022.6,82,9.3,-9900,-9900,0.0,0.0
2021,1,3,20,60,0.0,0.0,0.0,0.0,0.0,5,17.1,12.1,87,1022.4,82,7.4,-9900,-9900,0.0,0.0
2021,1,3,21,60,0.0,0.0,0.0,0.0,0.0,5,16.9,11.9,86,1022.2,82,7.4,-9900,-9900,0.0,0.0
2021,1,3,22,60,0.0,0.0,0.0,0.0,0.0,5,16.8,11.8,85,1022.0,82,5.5,-9900,-9900,0.0,0.0
2021,1,3,23,60,0.0,0.0,0.0,0.0,0.0,5,16.8,11.8,92,1022.8,88,5.5,-9900,-9900,0.0,0.0
2021,1,3,24,60,0.0,0.0,0.0,0.0,0.0,5,17.1,12.1,90,1023.0,84,5.5,-9900,-9900,0.0,0.0
2021,1,4,1,60,0.0,0.0,0.0,0.0,0.0,5,17.3,12.3,89,1023.2,80,7.4,-9900,-9900,0.0,0.0
2021,1,4,2,60,0.0,0.0,0.0,0.0,0.0,5,18.1,13.1,87,1022.9,81,7.4,-9900,-9900,0.0,0.0
2021,1,4,3,60,0.0,0.0,0.0,0.0,0.0,5,19.0,14.0,84,1022.5,82,7.4,-9900,-9900,0.0,0.0
2021,1,4,4,60,0.0,0.0,0.0,0.0,0.0,5,19.8,14.8,82,1022.1,83,7.4,-9900,-9900,0.0,0.0
2021,1,4,5,60,0.0,0.0,0.0,0.0,0.0,5,19.7,14.7,85,1021.1,88,5.5,-9900,-9900,0.0,0.0
2021,1,4,6,60,0.0,0.0,0.0,0.0,0.0,5,20.0,15.0,83,1020.2,78,7.4,-9900,-9900,0.0,0.0
2021,1,4,7,60,0.0,0.0,0.0,0.0,0.0,5,20.3,15.3,80,1019.3,73,9.3,-9900,-9900,0.0,0.0
2021,1,4,8,60,0.0,0.0,0.0,0.0,0.0,5,20.0,15.0,81,1019.3,72,9.3,-9900,-9900,0.0,0.0
2021,1,4,9,60,0.0,0.0,0.0,0.0,0.0,5,19.8,14.8,82,1019.4,71,9.3,-9900,-9900,0.0,0.0
2021,1,4,10,60,0.0,0.0,0.0,0.0,0.0,5,19.5,14.5,82,1019.4,71,9.3,-9900,-9900,0.0,0.0
2021,1,4,11,60,0.0,0.0,0.0,0.0,0.0,5,19.7,14.7,78,1019.3,86,9.3,-9900,-9900,0.0,0.0
2021,1,4,12,60,0.0,0.0,0.0,0.0,0.0,5,19.4,14.4,80,1019.6,90,9.3,-9900,-9900,0.0,0.0
2021,1,4,13,60,0.0,0.0,0.0,0.0,0.0,5,19.1,14.1,81,1019.9,96,7.4,-9900,-9900,0.0,0.0
2021,1,4,14,60,0.0,0.0,0.0,0.0,0.0,5,19.0,14.0,81,1019.8,93,7.4,-9900,-9900,0.0,0.0
2021,1,4,15,60,0.0,0.0,0.0,0.0,0.0,5,18.9,13.9,82,1019.7,88,5.5,-9900,-9900,0.0,0.0
2021,1,4,16,60,0.0,0.0,0.0,0.0,0.0,5,18.8,13.8,82,1019.5,81,5.5,-9900,-9900,0.0,0.0
2021,1,4,17,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,94,1019.3,255,3.7,-9900,-9900,0.0,0.0
2021,1,4,18,60,0.0,0.0,0.0,0.0,0.0,5,18.2,13.2,93,1019.4,269,3.7,-9900,-9900,0.0,0.0
2021,1,4,19,60,0.0,0.0,0.0,0.0,0.0,5,18.1,13.1,92,1019.4,67,3.7,-9900,-9900,0.0,0.0
2021,1,4,20,60,0.0,0.0,0.0,0.0,0.0,5,17.7,12.7,92,1019.6,57,5.5,-9900,-9900,0.0,0.0
2021,1,4,21,60,0.0,0.0,0.0,0.0,0.0,5,17.4,12.4,92,1019.7,51,5.5,-9900,-9900,0.0,0.0
2021,1,4,22,60,0.0,0.0,0.0,0.0,0.0,5,17.1,12.1,91,1019.8,47,5.5,-9900,-9900,0.0,0.0
2021,1,4,23,60,0.0,0.0,0.0,0.0,0.0,5,17.5,12.5,94,1020.4,122,5.5,-9900,-9900,0.0,0.0
2021,1,4,24,60,0.0,0.0,0.0,0.0,0.0,5,17.6,12.6,92,1020.9,110,5.5,-9900,-9900,0.0,0.0
2021,1,5,1,60,0.0,0.0,0.0,0.0,0.0,5,17.8,12.8,89,1021.4,99,5.5,-9900,-9900,0.0,0.0
2021,1,5,2,60,0.0,0.0,0.0,0.0,0.0,5,18.1,13.1,88,1021.3,90,5.5,-9900,-9900,0.0,0.0
2021,1,5,3,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,86,1021.3,80,5.5,-9900,-9900,0.0,0.0
2021,1,5,4,60,0.0,0.0,0.0,0.0,0.0,5,18.8,13.8,83,1021.2,71,7.4,-9900,-9900,0.0,0.0
2021,1,5,5,60,0.0,0.0,0.0,0.0,0.0,5,18.5,13.5,80,1020.7,81,9.3,-9900,-9900,0.0,0.0
2021,1,5,6,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,80,1020.0,77,11.1,-9900,-9900,0.0,0.0
2021,1,5,7,60,0.0,0.0,0.0,0.0,0.0,5,18.4,13.4,79,1019.3,74,11.1,-9900,-9900,0.0,0.0
2021,1,5,8,60,0.0,0.0,0.0,0.0,0.0,5,18.1,13.1,79,1019.8,67,11.1,-9900,-9900,0.0,0.0
2021,1,5,9,60,0.0,0.0,0.0,0.0,0.0,5,17.7,12.7,79,1020.4,57,9.3,-9900,-9900,0.0,0.0
2021,1,5,10,60,0.0,0.0,0.0,0.0,0.0,5,17.4,12.4,79,1020.9,45,9.3,-9900,-9900,0.0,0.0
2021,1,5,11,60,0.0,0.0,0.0,0.0,0.0,5,17.3,12.3,73,1021.2,66,13.0,-9900,-9900,0.0,0.0
2021,1,5,12,60,0.0,0.0,0.0,0.0,0.0,5,17.1,12.1,74,1021.9,64,11.1,-9900,-9900,0.0,0.0
2021,1,5,13,60,0.0,0.0,0.0,0.0,0.0,5,16.9,11.9,74,1022.6,62,11.1,-9900,-9900,0.0,0.0
2021,1,5,14,60,0.0,0.0,0.0,0.0,0.0,5,16.7,11.7,75,1022.5,60,11.1,-9900,-9900,0.0,0.0
2021,1,5,15,60,0.0,0.0,0.0,0.0,0.0,5,16.5,11.5,76,1022.5,59,9.3,-9900,-9900,0.0,0.0
2021,1,5,16,60,0.0,0.0,0.0,0.0,0.0,5,16.4,11.4,76,1022.4,57,9.3,-9900,-9900,0.0,0.0
2021,1,5,17,60,0.0,0.0,0.0,0.0,0.0,5,15.4,10.4,87,1022.7,85,9.3,-9900,-9900,0.0,0.0
2021,1,5,18,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,86,1022.6,78,9.3,-9900,-9900,0.0,0.0
2021,1,5,19,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,86,1022.4,71,9.3,-9900,-9900,0.0,0.0
2021,1,5,20,60,0.0,0.0,0.0,0.0,0.0,5,15.2,10.2,85,1022.3,68,9.3,-9900,-9900,0.0,0.0
2021,1,5,21,60,0.0,0.0,0.0,0.0,0.0,5,15.2,10.2,84,1022.2,64,9.3,-9900,-9900,0.0,0.0
2021,1,5,22,60,0.0,0.0,0.0,0.0,0.0,5,15.1,10.1,84,1022.2,61,7.4,-9900,-9900,0.0,0.0
2021,1,5,23,60,0.0,0.0,0.0,0.0,0.0,5,15.4,10.4,86,1022.2,71,13.0,-9900,-9900,0.0,0.0
2021,1,5,24,60,0.0,0.0,0.0,0.0,0.0,5,15.5,10.5,85,1022.6,72,13.0,-9900,-9900,0.0,0.0
2021,1,6,1,60,0.0,0.0,0.0,0.0,0.0,5,15.6,10.6,83,1022.9,72,13.0,-9900,-9900,0.0,0.0
2021,1,6,2,60,0.0,0.0,0.0,0.0,0.0,5,15.9,10.9,82,1022.4,70,13.0,-9900,-9900,0.0,0.0
2021,1,6,3,60,0.0,0.0,0.0,0.0,0.0,5,16.1,11.1,82,1021.8,69,14.8,-9900,-9900,0.0,0.0
2021,1,6,4,60,0.0,0.0,0.0,0.0,0.0,5,16.4,11.4,81,1021.3,68,14.8,-9900,-9900,0.0,0.0
2021,1,6,5,60,0.0,0.0,0.0,0.0,0.0,5,15.9,10.9,87,1020.9,77,14.8,-9900,-9900,0.0,0.0
2021,1,6,6,60,0.0,0.0,0.0,0.0,0.0,5,16.2,11.2,85,1019.9,72,14.8,-9900,-9900,0.0,0.0
2021,1,6,7,60,0.0,0.0,0.0,0.0,0.0,5,16.4,11.4,83,1018.8,67,16.7,-9900,-9900,0.0,0.0
2021,1,6,8,60,0.0,0.0,0.0,0.0,0.0,5,16.3,11.3,82,1018.9,61,14.8,-9900,-9900,0.0,0.0
2021,1,6,9,60,0.0,0.0,0.0,0.0,0.0,5,16.1,11.1,83,1019.0,54,13.0,-9900,-9900,0.0,0.0
2021,1,6,10,60,0.0,0.0,0.0,0.0,0.0,5,15.9,10.9,83,1019.1,46,11.1,-9900,-9900,0.0,0.0
2021,1,6,11,60,0.0,0.0,0.0,0.0,0.0,5,15.5,10.5,81,1019.5,60,13.0,-9900,-9900,0.0,0.0
2021,1,6,12,60,0.0,0.0,0.0,0.0,0.0,5,15.4,10.4,81,1020.0,59,13.0,-9900,-9900,0.0,0.0
2021,1,6,13,60,0.0,0.0,0.0,0.0,0.0,5,15.4,10.4,80,1020.6,56,11.1,-9900,-9900,0.0,0.0
2021,1,6,14,60,0.0,0.0,0.0,0.0,0.0,5,15.3,10.3,81,1020.6,55,11.1,-9900,-9900,0.0,0.0
2021,1,6,15,60,0.0,0.0,0.0,0.0,0.0,5,15.2,10.2,81,1020.6,54,11.1,-9900,-9900,0.0,0.0
2021,1,6,16,60,0.0,0.0,0.0,0.0,0.0,5,15.1,10.1,82,1020.7,52,9.3,-9900,-9900,0.0,0.0
2021,1,6,17,60,0.0,0.0,0.0,0.0,0.0,5,14.9,9.9,88,1020.5,83,13.0,-9900,-9900,0.0,0.0
2021,1,6,18,60,0.0,0.0,0.0,0.0,0.0,5,14.8,9.8,87,1020.6,78,11.1,-9900,-9900,0.0,0.0
2021,1,6,19,60,0.0,0.0,0.0,0.0,0.0,5,14.7,9.7,87,1020.7,72,11.1,-9900,-9900,0.0,0.0
2021,1,6,20,60,0.0,0.0,0.0,0.0,0.0,5,14.3,9.3,87,1021.0,65,9.3,-9900,-9900,0.0,0.0
2021,1,6,21,60,0.0,0.0,0.0,0.0,0.0,5,13.8,8.8,87,1021.4,56,9.3,-9900,-9900,0.0,0.0
2021,1,6,22,60,0.0,0.0,0.0,0.0,0.0,5,13.3,8.3,87,1021.8,44,7.4,-9900,-9900,0.0,0.0
2021,1,6,23,60,0.0,0.0,0.0,0.0,0.0,5,13.3,8.3,92,1022.2,68,11.1,-9900,-9900,0.0,0.0
2021,1,6,24,60,0.0,0.0,0.0,0.0,0.0,5,13.3,8.3,90,1023.1,70,9.3,-9900,-9900,0.0,0.0
2021,1,7,1,60,0.0,0.0,0.0,0.0,0.0,5,13.2,8.2,88,1023.9,71,9.3,-9900,-9900,0.0,0.0
2021,1,7,2,60,0.0,0.0,0.0,0.0,0.0,5,13.1,8.1,87,1024.1,66,9.3,-9900,-9900,0.0,0.0
2021,1,7,3,60,0.0,0.0,0.0,0.0,0.0,5,13.0,8.0,86,1024.2,61,9.3,-9900,-9900,0.0,0.0
2021,1,7,4,60,0.0,0.0,0.0,0.0,0.0,5,12.9,7.9,85,1024.4,56,9.3,-9900,-9900,0.0,0.0
2021,1,7,5,60,0.0,0.0,0.0,0.0,0.0,5,12.7,7.7,91,1023.9,72,7.4,-9900,-9900,0.0,0.0
2021,1,7,6,60,0.0,0.0,0.0,0.0,0.0,5,12.4,7.4,89,1023.4,73,7.4,-9900,-9900,0.0,0.0
2021,1,7,7,60,0.0,0.0,0.0,0.0,0.0,5,12.2,7.2,88,1023.0,74,7.4,-9900,-9900,0.0,0.0
2021,1,7,8,60,0.0,0.0,0.0,0.0,0.0,5,11.9,6.9,87,1023.5,65,7.4,-9900,-9900,0.0,0.0
2021,1,7,9,60,0.0,0.0,0.0,0.0,0.0,5,11.6,6.6,86,1024.1,55,9.3,-9900,-9900,0.0,0.0
2021,1,7,10,60,0.0,0.0,0.0,0.0,0.0,5,11.4,6.4,85,1024.7,47,9.3,-9900,-9900,0.0,0.0
2021,1,7,11,60,0.0,0.0,0.0,0.0,0.0,5,11.5,6.5,88,1025.0,60,13.0,-9900,-9900,0.0,0.0
2021,1,7,12,60,0.0,0.0,0.0,0.0,0.0,5,11.2,6.2,87,1025.5,60,11.1,-9900,-9900,0.0,0.0
2021,1,7,13,60,0.0,0.0,0.0,0.0,0.0,5,11.0,6.0,85,1026.1,60,11.1,-9900,-9900,0.0,0.0
2021,1,7,14,60,0.0,0.0,0.0,0.0,0.0,5,10.8,5.8,85,1026.3,58,9.3,-9900,-9900,0.0,0.0
2021,1,7,15,60,0.0,0.0,0.0,0.0,0.0,5,10.5,5.5,85,1026.5,56,9.3,-9900,-9900,0.0,0.0
2021,1,7,16,60,0.0,0.0,0.0,0.0,0.0,5,10.2,5.2,84,1026.7,54,9.3,-9900,-9900,0.0,0.0
2021,1,7,17,60,0.0,0.0,0.0,0.0,0.0,5,9.6,4.6,89,1026.8,80,9.3,-9900,-9900,0.0,0.0
2021,1,7,18,60,0.0,0.0,0.0,0.0,0.0,5,9.4,4.4,88,1026.9,72,9.3,-9900,-9900,0.0,0.0
2021,1,7,19,60,0.0,0.0,0.0,0.0,0.0,5,9.2,4.2,87,1027.1,64,9.3,-9900,-9900,0.0,0.0
2021,1,7,20,60,0.0,0.0,0.0,0.0,0.0,5,8.8,3.8,88,1027.3,57,9.3,-9900,-9900,0.0,0.0
2021,1,7,21,60,0.0,0.0,0.0,0.0,0.0,5,8.3,3.3,89,1027.6,46,7.4,-9900,-9900,0.0,0.0
2021,1,7,22,60,0.0,0.0,0.0,0.0,0.0,5,7.9,2.9,89,1027.8,30,5.5,-9900,-9900,0.0,0.0
2021,1,7,23,60,0.0,0.0,0.0,0.0,0.0,5,7.9,2.9,93,1027.9,79,7.4,-9900,-9900,0.0,0.0
2021,1,7,24,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,91,1028.4,78,7.4,-9900,-9900,0.0,0.0
2021,1,8,1,60,0.0,0.0,0.0,0.0,0.0,5,7.7,2.7,90,1028.9,77,5.5,-9900,-9900,0.0,0.0
2021,1,8,2,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,88,1028.7,65,5.5,-9900,-9900,0.0,0.0
2021,1,8,3,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,87,1028.5,52,5.5,-9900,-9900,0.0,0.0
2021,1,8,4,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,87,1028.4,37,5.5,-9900,-9900,0.0,0.0
2021,1,8,5,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,88,1027.0,46,5.5,-9900,-9900,0.0,0.0
2021,1,8,6,60,0.0,0.0,0.0,0.0,0.0,5,7.6,2.6,87,1026.6,55,5.5,-9900,-9900,0.0,0.0
2021,1,8,7,60,0.0,0.0,0.0,0.0,0.0,5,7.4,2.4,86,1026.1,60,5.5,-9900,-9900,0.0,0.0
2021,1,8,8,60,0.0,0.0,0.0,0.0,0.0,5,7.5,2.5,82,1026.5,54,7.4,-9900,-9900,0.0,0.0
2021,1,8,9,60,0.0,0.0,0.0,0.0,0.0,5,7.6,2.6,79,1026.8,50,7.4,-9900,-9900,0.0,0.0
2021,1,8,10,60,0.0,0.0,0.0,0.0,0.0,5,7.7,2.7,76,1027.1,46,9.3,-9900,-9900,0.0,0.0
2021,1,8,11,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,81,1027.3,59,7.4,-9900,-9900,0.0,0.0
2021,1,8,12,60,0.0,0.0,0.0,0.0,0.0,5,7.7,2.7,80,1027.8,71,7.4,-9900,-9900,0.0,0.0
2021,1,8,13,60,0.0,0.0,0.0,0.0,0.0,5,7.7,2.7,78,1028.2,84,7.4,-9900,-9900,0.0,0.0
2021,1,8,14,60,0.0,0.0,0.0,0.0,0.0,5,7.8,2.8,76,1028.1,83,7.4,-9900,-9900,0.0,0.0
2021,1,8,15,60,0.0,0.0,0.0,0.0,0.0,5,7.9,2.9,74,1028.0,82,7.4,-9900,-9900,0.0,0.0
2021,1,8,16,60,0.0,0.0,0.0,0.0,0.0,5,8.0,3.0,73,1027.8,81,7.4,-9900,-9900,0.0,0.0
2021,1,8,17,60,0.0,0.0,0.0,0.0,0.0,5,7.9,2.9,72,1027.7,100,9.3,-9900,-9900,0.0,0.0
2021,1,8,18,60,0.0,0.0,0.0,0.0,0.0,5,8.0,3.0,71,1027.7,95,9.3,-9900,-9900,0.0,0.0
2021,1,8,19,60,0.0,0.0,0.0,0.0,0.0,5,8.1,3.1,70,1027.8,87,9.3,-9900,-9900,0.0,0.0
2021,1,8,20,60,0.0,0.0,0.0,0.0,0.0,5,7.7,2.7,72,1027.6,83,7.4,-9900,-9900,0.0,0.0
2021,1,8,21,60,0.0,0.0,0.0,0.0,0.0,5,7.3,2.3,73,1027.5,76,7.4,-9900,-9900,0.0,0.0
2021,1,8,22,60,0.0,0.0,0.0,0.0,0.0,5,7.0,2.0,74,1027.4,64,5.5,-9900,-9900,0.0,0.0
2021,1,8,23,60,0.0,0.0,0.0,0.0,0.0,5,8.4,3.4,65,1027.7,75,7.4,-9900,-9900,0.0,0.0
2021,1,8,24,60,0.0,0.0,0.0,0.0,0.0,5,8.5,3.5,65,1028.2,76,7.4,-9900,-9900,0.0,0.0
2021,1,9,1,60,0.0,0.0,0.0,0.0,0.0,5,8.6,3.6,65,1028.7,78,7.4,-9900,-9900,0.0,0.0
2021,1,9,2,60,0.0,0.0,0.0,0.0,0.0,5,9.2,4.2,64,1028.4,75,9.3,-9900,-9900,0.0,0.0
2021,1,9,3,60,0.0,0.0,0.0,0.0,0.0,5,9.8,4.8,62,1028.1,73,11.1,-9900,-9900,0.0,0.0
2021,1,9,4,60,0.0,0.0,0.0,0.0,0.0,5,10.4,5.4,61,1027.8,71,11.1,-9900,-9900,0.0,0.0
2021,1,9,5,60,0.0,0.0,0.0,0.0,0.0,5,10.1,5.1,62,1026.9,73,11.1,-9900,-9900,0.0,0.0
